time,equity,cash
2026-02-20T12:59:59+08:00,9662.8451,86.8213
2026-02-20T13:59:59+08:00,9736.5742,86.8213
2026-02-20T14:59:59+08:00,9747.4002,86.8213
2026-02-20T15:59:59+08:00,9741.7673,86.8213
2026-02-20T16:59:59+08:00,9749.7661,86.8213
2026-02-20T17:59:59+08:00,9798.0025,86.8213
2026-02-20T18:59:59+08:00,9758.7657,86.8213
2026-02-20T19:59:59+08:00,9664.4409,86.8213
2026-02-20T20:59:59+08:00,9701.6151,86.8213
2026-02-20T21:59:59+08:00,9593.7895,86.8213
2026-02-20T22:59:59+08:00,9633.3310,86.8213
2026-02-20T23:59:59+08:00,9709.0046,86.8213
2026-02-21T00:59:59+08:00,9738.3365,86.8213
2026-02-21T01:59:59+08:00,9711.8659,86.8213
2026-02-21T02:59:59+08:00,9757.1144,86.8213
2026-02-21T03:59:59+08:00,9716.3401,86.8213
2026-02-21T04:59:59+08:00,9728.9839,86.8213
2026-02-21T05:59:59+08:00,9741.7744,86.8213
2026-02-21T06:59:59+08:00,9780.0034,86.8213
2026-02-21T07:59:59+08:00,9769.6970,86.8213
2026-02-21T08:59:59+08:00,9744.2015,86.8213
2026-02-21T09:59:59+08:00,9758.9564,86.8213
2026-02-21T10:59:59+08:00,9769.1361,86.8213
2026-02-21T11:59:59+08:00,9717.3110,86.8213
2026-02-21T12:59:59+08:00,9740.7936,86.8213
2026-02-21T13:59:59+08:00,9745.1353,86.8213
2026-02-21T14:59:59+08:00,9737.4369,86.8213
2026-02-21T15:59:59+08:00,9746.3510,86.8213
2026-02-21T16:59:59+08:00,9774.6836,86.8213
2026-02-21T17:59:59+08:00,9787.8513,86.8213
2026-02-21T18:59:59+08:00,9795.7405,86.8213
2026-02-21T19:59:59+08:00,9780.0091,86.8213
2026-02-21T20:59:59+08:00,9795.8060,86.8213
2026-02-21T21:59:59+08:00,9803.8589,86.8213
2026-02-21T22:59:59+08:00,9831.3260,86.8213
2026-02-21T23:59:59+08:00,9855.7211,86.8213
2026-02-22T00:59:59+08:00,9812.7731,86.8213
